"an","aff_str","ror_ids","match_status","Unnamed: 4","ror_names"
"7192840","Department of Mathematics Hacettepe University","04kwvgz42","TP","","Hacettepe University"
"7192841","Department of Mathematics, Faculty of Science Khon Kaen University","03cq4gr50","TP","","Khon Kaen University"
"7192842","Department of Mathematics Suleyman Demirel University","02s8x5a25","TP","","Suleyman Demirel University"
"7192842","Department of Statistics Suleyman Demirel University","02s8x5a25","TP","","Suleyman Demirel University"
"7192843","Department of Mathematics King Saud University","02f81g417","TP","","King Saud University"
"7192844","Department of Mathematics University of Isfahan","05h9t7759","TP","","University of Isfahan"
"7192844","School of Mathematics Institute for Research in Fundamental Sciences (IPM)","","FN","",""
"7192845","Department of Mathematics Nanchang University","042v6xz23","TP","","Nanchang University"
"7192845","School of Traffic and Transportation Engineering Central South University","00f1zfq44","TP","","Central South University"
"7192846","Department of Mathematics and Computer Science University of Palermo","04fz79c74","FP_wrong","","University of Palermo"
"7192846","Department of Mathematics National Technical University","0554d9k40","FP_wrong","","National University ""Yuri Kondratyuk Poltava Polytechnic"""
"7192846","Faculty of Mathematics and Statistics Ton Duc Thang University","047van922","FP_wrong","","Nha Trang University"
"7192846","Nonlinear Analysis Research Group Ton Duc Thang University","047van922","FP_wrong","","Nha Trang University"
"7192847","Department of Mathematics Hanoi Architectural University","03c8sfz84","TP","","Hanoi Architectural University"
"7192847","Department of Mathematics Hanoi National University of Education","0360g3z42","TP","","Hanoi National University of Education"
"7192848","Universidad de Murcia","03p3aeb86","TP","","Universidad de Murcia"
"7192848","Department of Mathematics Lanzhou Jiaotong University","03144pv92","TP","","Lanzhou Jiaotong University"
"7192849","School of Mathematics and Statistics Science Ludong University","028h95t32","TP","","Ludong University"
"7192850","School of Mathematics and Computational Science Xiangtan University","00xsfaz62","TP","","Xiangtan University"
"7192850","College of Mathematics Taiyuan University of Technology","03kv08d37","TP","","Taiyuan University of Technology"
"7192851","School of Computer Qinghai Normal University","019htgm96","FP_wrong","","Yili Normal University"
"7192851","Academy of Plateau Science and Sustainability","","TN","",""
"7192851","Department of Mathematics Clayton State University","00t47w971","TP","","Clayton State University"
"7192851","Department of Mathematics Qinghai Normal University","03az1t892","TP","","Qinghai Normal University"
"7192851","College of Science China Jiliang University","05v1y0t93","TP","","China Jiliang University"
"7192852","Department of Mathematics Ankara University Faculty of Science","01wntqw50","TP","","Ankara University"
"7192853","Faculty of Electrical Engineering and Computer Science University of Maribor","01d5jce07","TP","","University of Maribor"
"7192853","Departamento de Matemáticas, Escuela Politécnica Superior de Algeciras Universidad de Cádiz","054s94437","FP_wrong","","Escuela de Administración y Mercadotecnia del Quindío"
"7192853","Institute of Mathematics, Physics and Mechanics","","FN","",""
"7192854","Department of Mathematics Ankara University","01wntqw50","TP","","Ankara University"
"7192854","Departamento de Geometría y Topología, Instituto de Matemáticas (IEMath-GR) Universidad de Granada","04njjy449","TP","","Universidad de Granada"
"7192855","College of Mathematics and Statistics Huanggang Normal University","007gf6e19","TP","","Huanggang Normal University"
"7192855","Department of Mathematics and Statistics Guangxi Normal University","02frt9q65","TP","","Guangxi Normal University"
"7192855","Department of Mathematics and Statistics Central China Normal University","03x1jna21","TP","","Central China Normal University"
"7192856","School of Natural Sciences National University of Sciences and Technology","03w2j5y17","TP","","National University of Sciences and Technology"
"7192857","Sobolev Institute of Mathematics","","FN","",""
"7192857","Faculty of Mathematics K. N. Toosi University of Technology","0433abe34","TP","","K.N.Toosi University of Technology"
"7192857","Department of Mathematical Sciences Kent State University","049pfb863","TP","","Kent State University"
"7192857","Novosibirsk State University","04t2ss102","TP","","Novosibirsk State University"
"7192858","Key Laboratory of High Performance Computing and Stochastic Information Processing (HPCSIP) (Ministry of Education of China), College of Mathematics and Statistics Hunan Normal University","053w1zy07","TP","","Hunan Normal University"
"7192859","Faculty of Math and Statistics Central China Normal University","03x1jna21","TP","","Central China Normal University"
"7192860","Faculty of Mathematics and Statistics South Central University for Nationalities","03d7sax13","TP","","South Central Minzu University"
"7192861","School of Mathematics and Systems Science and LMIB Beihang University","00wk2mp56","TP","","Beihang University"
"7192862","Department of Mathematics, Faculty of Science Benha University","03tn5ee41","TP","","Benha University"
"7192862","School of Computer Science and Technology Wuhan University of Technology","03fe7t173","TP","","Wuhan University of Technology"
"7192862","Department of Mathematics, Faculty of Science Zagazig University","053g6we49","TP","","Zagazig University"
"7192863","Department of Mathematics, Faculty of Science and Arts Amasya University","00sbx0y13","TP","","Amasya Üniversitesi"
"7192863","Department of Mathematics, Faculty of Science Gazi University","054xkpr46","TP","","Gazi University"
"7192863","Department of Mathematics, Faculty of Science and Arts Kırıkkale University","01zhwwf82","TP","","Kırıkkale University"
"7192864","School of Mathematical Sciences University of Electronic Science and Technology of China","04qr3zq92","TP","","University of Electronic Science and Technology of China"
"7192864","School of Mathematics and Statistics Qinghai Nationalities University","01e7csr82","TP","","Qinghai University for Nationalities"
"7192865","School of Mathematics and Statistics Hunan Normal University","053w1zy07","TP","","Hunan Normal University"
"7192866","Department of Mathematics and Statistics King Fahd University of Petroleum and Minerals","03yez3163","TP","","King Fahd University of Petroleum and Minerals"
"7192866","Department of Mathematics, Faculty of Sciences Semlalia Cadi Ayyad University","04xf6nm78","TP","","Cadi Ayyad University"
"7192867","School of Applied Sciences Uşak University","05es91y67","TP","","Usak University"
"7192867","Department of Primary Mathematics Teacher Education İnönü University","04asck240","TP","","Inonu University"
"7192868","Faculty of Sports and Health Science Thailand National Sports University Suphanburi Campus","02zdscb63","TP","","Thailand National Sports University"
"7192868","Department of Mathematics Education, Faculty of Education Sciences University of Granada","04njjy449","TP","","Universidad de Granada"
"7192868","Department of Mathematics and Statistics, Faculty of Science and Technology Thammasat University Rangsit Center","02s7hnh67","FP_wrong","","Thammasat University Hospital"
"7192869","Department of Mathematics Education Ewha Womans University","053fp5c05","TP","","Ewha Womans University"
"7192870","Universidad Politécnica de Madrid","03n6nwv02","TP","","Universidad Politécnica de Madrid"
"7192870","Universidad Carlos III de Madrid","03ths8210","TP","","Universidad Carlos III de Madrid"
"7192871","Université Lyon 1, LIRIS UMR CNRS 5205 Univ Lyon","029brtt94;02fd9re36;03mq68c95","FP_partial","","Tokoha Gakuen University;Université Claude Bernard Lyon 1;Loral (United States)"
"7192871","Faculty of Mathematics and Physics University of Ljubljana","05njb9z20","TP","","University of Ljubljana"
"7192871","Institute of Mathematics, Physics and Mechanics","","FN","",""
"7192872","Department of Mathematics Ankara University","01wntqw50","TP","","Ankara University"
"7192873","Department of Mathematics South China Agricultural University","05v9jqt67","TP","","South China Agricultural University"
"7192873","Department of Mathematics Sungkyunkwan University","04q78tk20","TP","","Sungkyunkwan University"
"7192874","School of Mathematics Science South China Normal University","01kq0pv72","TP","","South China Normal University"
"7192875","Young Researchers and Elite Club, Mashhad Branch Islamic Azad University","00bvysh61","TP","","Islamic Azad University, Mashhad"
"7192875","Department of Information Science, College of Humanities and Sciences Nihon University","05jk51a88","TP","","Nihon University"
"7192875","Department of Basic Sciences Princess Sumaya University for Technology","01jy46q10","TP","","Princess Sumaya University for Technology"
"7192876","Department of Mathematics, Faculty of Science University of Jeddah","015ya8798","TP","","University of Jeddah"
"7192876","Department of Mathematics, Faculty of Science Cairo University","03q21mh05","TP","","Cairo University"
"7192876","Department of Mathematics and Computer Science University of Calabria","02rc97e94","TP","","University of Calabria"
"7192877","Department of Mathematics University of Kurdistan","04k89yk85","TP","","University of Kurdistan"
"7192878","Department of Mathematics University of Bielsko-Biala","03sswts20","FP_wrong","","University of Mobile"
"7192879","Department of Mathematics, Faculty of Civil Engineering University of Belgrade","05fsyf340","FP_wrong","","University of Belgrade – Faculty of Law"
"7192879","Department of Mathematics and Informatics, Faculty of Mechanical Engineering Ss. Cyril and Methodius University in Skopje","03fa2nf38","FP_wrong","","Methodist University"
"7192880","School of Science Beijing University of Posts and Telecommunications","04w9fbh59","TP","","Beijing University of Posts and Telecommunications"
"7192880","College of Computer Jiangxi University of Traditional Chinese Medicine","03jy32q83","TP","","Jiangxi University of Traditional Chinese Medicine"
"7192881","IMAG, CNRS Université de Montpellier","04kdfz702","FP_wrong","","Institut National des Sciences de l'Univers"
"7192881","Department of Mathematics, Faculty of Sciences Semlalia Cadi Ayyad University","04xf6nm78","TP","","Cadi Ayyad University"
"7192882","Mari State University","01yjw8d43","TP","","Mari State University"
"7192883","V. D. Kuznetsov Siberian Physical-Technical Institute at Tomsk State University","00ee40h97","FP_wrong","","The Barbara Ann Karmanos Cancer Institute"
"7192883","National Research Tomsk State University","02he2nc27","TP","","National Research Tomsk State University"
"7192883","Institute of High Current Electronics of the Siberian Branch of the Russian Academy of Sciences","05qrfxd25","TP","","Russian Academy of Sciences"
"7192883","Institute of Strength Physics and Materials Science of the Siberian Branch of the Russian Academy of Sciences","05qrfxd25","TP","","Russian Academy of Sciences"
"7192883","Tomsk State Architecture and Building University","01w423a47","TP","","Tomsk State University of Architecture and Building"
"7192884","Tomsk State University of Architecture and Building","01w423a47","TP","","Tomsk State University of Architecture and Building"
"7192885","The Institute of High Current Electronics of the Siberian Branch of the Russian Academy of Sciences","055fe2s59","TP","","Institute of High Current Electronics"
"7192885","The Institute of High Current Electronics of the Siberian Branch of the Russian Academy of Sciences","05qrfxd25","TP","","Russian Academy of Sciences"
"7192886","Institute of Strength Physics and Materials Science of the Siberian Branch of the Russian Academy of Sciences","05qrfxd25","TP","","Russian Academy of Sciences"
"7192886","National Research Tomsk State University","02he2nc27","TP","","National Research Tomsk State University"
"7192887","National Research Tomsk State University","02he2nc27","TP","","National Research Tomsk State University"
